,0,400,800,1200,1600,2000,2400,2800
686,0.000069,0.000097,0.000083,0.000028,0.000111,0.000055,0.000083,0.000125
688,0.000042,0.000028,0.000042,0.000111,0.000042,0.000042,0.000097,0.000166
690,0.000055,0.000055,0.000083,0.000055,0.000028,0.000069,0.000069,0.000097
692,0.000042,0.000042,0.000055,0.000042,0.000028,0.000069,0.000111,0.000069
694,0.000069,0.000042,0.000097,0.000055,0.000028,0.000069,0.000055,0.000097
696,0.000042,0,0.000042,0.000055,0.000042,0.000083,0.000069,0.000042
698,0.000055,0.000055,0.000069,0.000042,0.000055,0.000153,0.000055,0.000028
700,0.000069,0.000042,0.000111,0.000042,0.000055,0.000055,0.000125,0.000069
702,0.000083,0.000042,0.000042,0.000028,0.000014,0.000014,0.000069,0.000028
704,0.000069,0,0.000055,0.000055,0.000014,0.000014,0.000069,0.000069
706,0.000042,0.000042,0.000055,0.000055,0.000014,0.000028,0.000028,0
708,0.000055,0.000028,0.000069,0.000069,0.000014,0.000055,0.000083,0.000083
710,0.000055,0.000028,0.000111,0.000028,0.000055,0.000042,0.000083,0.000083
712,0.000014,0.000097,0.000111,0.000055,0.000028,0.000055,0.000042,0.000042
714,0.000069,0.000069,0.000083,0.000083,0.000014,0.000069,0.000055,0.000111
716,0.000028,0.000042,0.000028,0.000055,0.000028,0.000055,0.000028,0.000055
718,0.000042,0.000028,0.000097,0.000111,0.000014,0.000069,0.000055,0.000014
720,0.000014,0.000069,0.000042,0.000111,0.000028,0.000014,0.000042,0.000083
722,0.000055,0,0.000083,0.000069,0.000014,0.000055,0.000014,0.000028
724,0.000014,0.000028,0.000014,0.000042,0.000028,0.000028,0.000055,0.000028
726,0.000028,0.000083,0.000055,0.000014,0.000014,0.000014,0.000069,0.000083
728,0.000042,0.000055,0.000042,0.000014,0.000028,0.000069,0.000055,0.000125
730,0.000042,0.000014,0.000042,0.000055,0,0,0.000014,0.000028
732,0.000055,0.000028,0.000083,0.000055,0.000042,0.000028,0.000069,0.000014
734,0.000055,0.000069,0.000097,0.000055,0.000069,0.000028,0,0.000042
736,0.000028,0,0.000055,0.000097,0,0.000042,0.000083,0.000069
738,0,0.000042,0.000042,0.000042,0.000042,0.000014,0.000014,0.000028
740,0.000028,0.000014,0.000055,0.000028,0.000028,0.000111,0.000042,0.000028
742,0.000055,0.000042,0.000042,0.000055,0.000028,0.000028,0.000028,0.000028
744,0.000014,0.000014,0.000069,0.000083,0.000028,0.000042,0.000028,0.000042
746,0.000014,0.000028,0.000042,0.000028,0.000014,0.000055,0.000028,0.000042
748,0.000042,0.000014,0.000014,0.000014,0.000028,0.000028,0.000069,0.000014
750,0.000042,0.000042,0.000028,0.000042,0.000042,0.000111,0.000028,0.000028
752,0.000028,0.000028,0.000014,0.000028,0.000042,0.000028,0.000069,0.000042
754,0.000042,0.000055,0.000014,0.000028,0.000055,0.000028,0.000042,0.000028
756,0.000028,0.000014,0.000028,0.000028,0.000028,0,0.000028,0.000014
758,0.000042,0.000028,0.000055,0.000042,0.000028,0.000014,0.000028,0.000042
760,0.000055,0,0.000042,0.000028,0.000028,0.000028,0.000042,0.000028
762,0.000028,0.000042,0.000042,0,0.000028,0.000014,0.000028,0.000055
764,0.000055,0.000028,0.000014,0,0,0.000042,0.000014,0.000028
766,0.000014,0.000028,0.000042,0.000028,0.000042,0.000042,0.000028,0.000028
768,0.000042,0.000028,0.000083,0.000055,0.000028,0.000069,0,0
770,0,0.000028,0.000028,0.000014,0.000055,0.000042,0.000042,0.000014
772,0.000111,0.000069,0.000028,0.000028,0,0.000028,0.000028,0.000014
774,0.000028,0.000014,0.000028,0.000028,0.000055,0.000028,0.000055,0.000042
776,0.000042,0.000069,0.000055,0.000014,0.000014,0.000083,0,0.000014
778,0.000028,0.000042,0.000014,0.000028,0.000042,0.000042,0.000028,0.000042
780,0.000083,0.000028,0.000014,0.000042,0.000028,0.000028,0.000055,0.000028
782,0.000083,0.000028,0.000055,0.000028,0.000014,0,0,0.000028
784,0.000028,0,0,0.000028,0,0.000042,0.000014,0.000042
786,0.000042,0,0.000042,0.000014,0.000028,0.000028,0.000042,0.000014
788,0.000042,0,0.000014,0,0.000014,0.000042,0.000014,0.000014
790,0.000028,0.000028,0.000014,0.000042,0,0.000028,0.000069,0.000028
792,0,0.000014,0.000028,0.000014,0,0.000028,0,0.000014
794,0.000014,0.000028,0.000028,0.000083,0.000042,0.000028,0.000028,0
796,0.000042,0.000028,0.000028,0.000042,0.000028,0.000055,0.000014,0.000069
798,0,0,0.000042,0.000014,0.000028,0.000028,0.000028,0.000028
