9/28/2019,149,5462118,170691.1875
9/29/2019,150,5462118,170691.1875
9/30/2019,151,5462118,170691.1875
10/1/2019,152,5462118,170691.1875
10/2/2019,153,5462118,170691.1875
10/3/2019,154,5462118,170691.1875
10/4/2019,155,5462118,170691.1875
10/5/2019,156,5462118,170691.1875
10/6/2019,157,5462118,170691.1875
10/7/2019,158,5462118,170691.1875
10/8/2019,159,5462118,170691.1875
10/9/2019,160,5462118,170691.1875
10/10/2019,161,5462118,170691.1875
10/11/2019,162,5462118,170691.1875
10/12/2019,163,5462118,170691.1875
10/13/2019,164,5462118,170691.1875
10/14/2019,165,5462118,170691.1875
10/15/2019,166,5462118,170691.1875
10/16/2019,167,5462118,170691.1875
10/17/2019,168,5464620,170769.375
10/18/2019,169,5468598,170893.6875
10/19/2019,170,5472621,171019.4063
10/20/2019,171,5476698,171146.8125
10/21/2019,172,5480820,171275.625
10/22/2019,173,5485482,171421.3125
10/23/2019,174,5489613,171550.4063
10/24/2019,175,5493735,171679.2188
10/25/2019,176,5497875,171808.5938
10/26/2019,177,5501997,171937.4063
10/27/2019,178,5506074,172064.8125
10/28/2019,179,5510142,172191.9375
10/29/2019,180,5514192,172318.5
10/30/2019,181,5518359,172448.7188
10/31/2019,182,5522499,172578.0938
11/1/2019,183,5526594,172706.0625
11/2/2019,184,5530986,172843.3125
11/3/2019,185,5539545,173110.7813
11/4/2019,186,5543928,173247.75
11/5/2019,187,5548014,173375.4375
11/6/2019,188,5552109,173503.4063
11/7/2019,189,5556267,173633.3438
11/8/2019,190,5560488,173765.25
11/9/2019,191,5564916,173903.625
11/10/2019,192,5569272,174039.75
11/11/2019,193,5573394,174168.5625
11/12/2019,194,5577714,174303.5625
11/13/2019,195,5582025,174438.2813
11/14/2019,196,5586399,174574.9688
11/15/2019,197,5589945,174685.7813
