,0,400,800,1200,1600,2000
418,0.000021,0.008462,0.007921,0.007879,0.00799,0.007414
420,0.000035,0.007366,0.007283,0.007609,0.008399,0.007061
422,0.000028,0.006977,0.006839,0.007394,0.007768,0.006915
424,0.000042,0.007713,0.007442,0.007338,0.008524,0.007518
426,0.000035,0.008281,0.007532,0.007768,0.00851,0.007865
428,0.000062,0.007962,0.007456,0.007352,0.008406,0.007248
430,0.000028,0.006457,0.007192,0.007518,0.007498,0.006596
432,0.000028,0.006499,0.006915,0.00772,0.008267,0.00695
434,0.000083,0.007179,0.006957,0.007817,0.008087,0.007172
436,0.000076,0.007733,0.007248,0.007664,0.008281,0.007643
438,0.000021,0.007706,0.008198,0.007921,0.009197,0.007831
440,0.000049,0.008059,0.007935,0.00774,0.009967,0.008531
442,0.000035,0.008524,0.008059,0.008281,0.010272,0.009197
444,0.000007,0.009911,0.009377,0.009044,0.009759,0.009516
446,0.000014,0.008163,0.008628,0.008795,0.00722,0.007837
448,0,0.005237,0.006291,0.006332,0.007151,0.005757
450,0.000035,0.005271,0.005847,0.00645,0.008399,0.00636
452,0.000014,0.007276,0.006672,0.007054,0.008919,0.007442
454,0.000042,0.007609,0.007831,0.007137,0.008427,0.007803
456,0.000021,0.006617,0.006943,0.00729,0.009627,0.007754
458,0.000028,0.006263,0.007283,0.007199,0.00996,0.007158
460,0,0.006596,0.007338,0.007387,0.010175,0.007477
462,0.000021,0.006804,0.007075,0.007498,0.010376,0.007955
464,0.000007,0.00738,0.007546,0.007657,0.011201,0.008247
466,0.000014,0.007671,0.008087,0.007879,0.011985,0.008968
468,0.000007,0.00901,0.008607,0.009176,0.012068,0.009148
470,0.000007,0.00903,0.009363,0.009516,0.012193,0.009634
472,0.000028,0.009058,0.009613,0.009828,0.013289,0.010092
474,0.000007,0.011083,0.01066,0.010813,0.012367,0.01107
476,0.000007,0.01159,0.01107,0.011236,0.01211,0.010924
478,0.000007,0.010972,0.010362,0.010792,0.012332,0.010882
480,0.000014,0.010362,0.010612,0.009946,0.012706,0.010938
