overflow 1ms,,
,over 300us,over 1ms
732,0.09681,0.011604
733,0.077092,0.002962
734,0.079568,0.002268
735,0.06184,0.001436
736,0.095756,0.00729
737,0.072812,0.001672
738,0.0651,0.002206
739,0.057054,0.000714
740,0.07232,0.005507
741,0.056603,0.000555
742,0.058171,0.000763
743,0.065696,0.001692
744,0.061736,0.000596
745,0.06297,0.005375
746,0.066743,0.004612
747,0.055757,0.000645
748,0.063789,0.004626
749,0.078132,0.010411
750,0.071682,0.008607
751,0.061743,0.004633
752,0.057061,0.000728
753,0.063477,0.00482
754,0.077022,0.011076
755,0.055403,0.000777
756,0.061756,0.005077
757,0.066029,0.005341
758,0.056603,0.000506
759,0.077917,0.009141
760,0.064475,0.001325
